Date,Year,DayOfYear,Daily_Spending_RM
2018-05-22,2018,142,26.16
2018-05-23,2018,143,42.97
2018-05-24,2018,144,74.22
2018-05-25,2018,145,27.26
2018-05-26,2018,146,111.02
2018-05-27,2018,147,42.69
2018-05-28,2018,148,109.84
2018-05-29,2018,149,37.19
2018-05-30,2018,150,36.78
2018-05-31,2018,151,37.37
2018-06-01,2018,152,30.4
2018-06-02,2018,153,40.73
2018-06-03,2018,154,46.26
2018-06-04,2018,155,30.41
2018-06-05,2018,156,23.91
2018-06-06,2018,157,27.48
2018-06-07,2018,158,16.96
2018-06-08,2018,159,64.69
2018-06-09,2018,160,56.1
2018-06-10,2018,161,60.63
2018-06-11,2018,162,29.78
2018-06-12,2018,163,22.93
2018-06-13,2018,164,25.44
2018-06-14,2018,165,12.48
2018-06-15,2018,166,26.64
2018-06-16,2018,167,63.55
2018-06-17,2018,168,56.13
2018-06-18,2018,169,13.5
2018-06-19,2018,170,95.91
2018-06-20,2018,171,34.07
2018-06-21,2018,172,91.05
2018-06-22,2018,173,12.99
2018-06-23,2018,174,38.24
2018-06-24,2018,175,32.31
2018-06-25,2018,176,68.7
2018-06-26,2018,177,28.28
2018-06-27,2018,178,84.21
2018-06-28,2018,179,29.85
2018-06-29,2018,180,71.53
2018-06-30,2018,181,82.3
2018-07-01,2018,182,37.95
2018-07-02,2018,183,18.55
2018-07-03,2018,184,29.98
2018-07-04,2018,185,91.34
2018-07-05,2018,186,16.51
2018-07-06,2018,187,64.48
2018-07-07,2018,188,34.1
2018-07-08,2018,189,118.61
2018-07-09,2018,190,29.72
2018-07-10,2018,191,17.39
2018-07-11,2018,192,104.1
2018-07-12,2018,193,17.93
2018-07-13,2018,194,97.04
2018-07-14,2018,195,119.54
2018-07-15,2018,196,33.1
2018-07-16,2018,197,24.26
2018-07-17,2018,198,19.47
2018-07-18,2018,199,21.53
2018-07-19,2018,200,24.46
2018-07-20,2018,201,32.31
2018-07-21,2018,202,42.8
2018-07-22,2018,203,115.59
2018-07-23,2018,204,32.34
2018-07-24,2018,205,102.11
2018-07-25,2018,206,20.43
2018-07-26,2018,207,11.73
2018-07-27,2018,208,26.75
2018-07-28,2018,209,46.15
2018-07-29,2018,210,27.97
2018-07-30,2018,211,10.05
2018-07-31,2018,212,16.91
2018-08-01,2018,213,27.2
2018-08-02,2018,214,13.86
2018-08-03,2018,215,32.17
2018-08-04,2018,216,29.79
2018-08-05,2018,217,38.27
2018-08-06,2018,218,28.37
2018-08-07,2018,219,19.0
2018-08-08,2018,220,108.58
2018-08-09,2018,221,26.74
2018-08-10,2018,222,27.26
2018-08-11,2018,223,104.12
2018-08-12,2018,224,77.09
2018-08-13,2018,225,36.29
2018-08-14,2018,226,29.51
2018-08-15,2018,227,29.91
2018-08-16,2018,228,51.78
2018-08-17,2018,229,21.22
2018-08-18,2018,230,43.62
2018-08-19,2018,231,113.18
2018-08-20,2018,232,16.72
2018-08-21,2018,233,93.59
2018-08-22,2018,234,107.1
2018-08-23,2018,235,43.21
2018-08-24,2018,236,20.93
2018-08-25,2018,237,49.43
2018-08-26,2018,238,39.16
2018-08-27,2018,239,71.8
2018-08-28,2018,240,35.91
2018-08-29,2018,241,32.63
2018-08-30,2018,242,114.19
2018-08-31,2018,243,35.2
2018-09-01,2018,244,48.27
2018-09-02,2018,245,94.19
2018-09-03,2018,246,114.06
2018-09-04,2018,247,82.28
2018-09-05,2018,248,39.48
2018-09-06,2018,249,30.76
2018-09-07,2018,250,31.46
2018-09-08,2018,251,32.57
2018-09-09,2018,252,103.23
2018-09-10,2018,253,33.2
2018-09-11,2018,254,34.42
2018-09-12,2018,255,7.18
2018-09-13,2018,256,25.91
2018-09-14,2018,257,46.17
2018-09-15,2018,258,44.56
2018-09-16,2018,259,60.27
2018-09-17,2018,260,71.77
2018-09-18,2018,261,39.97
2018-09-19,2018,262,47.47
2018-09-20,2018,263,108.27
2018-09-21,2018,264,44.61
2018-09-22,2018,265,88.86
2018-09-23,2018,266,39.85
2018-09-24,2018,267,43.33
2018-09-25,2018,268,39.95
2018-09-26,2018,269,44.18
2018-09-27,2018,270,115.36
2018-09-28,2018,271,80.5
2018-09-29,2018,272,41.89
2018-09-30,2018,273,46.68
2018-10-01,2018,274,46.22
2018-10-02,2018,275,80.87
2018-10-03,2018,276,25.29
2018-10-04,2018,277,90.3
2018-10-05,2018,278,28.47
2018-10-06,2018,279,87.3
2018-10-07,2018,280,50.72
2018-10-08,2018,281,43.29
2018-10-09,2018,282,100.02
2018-10-10,2018,283,32.36
2018-10-11,2018,284,37.16
2018-10-12,2018,285,48.26
2018-10-13,2018,286,115.85
2018-10-14,2018,287,90.49
2018-10-15,2018,288,48.46
2018-10-16,2018,289,39.7
2018-10-17,2018,290,39.67
2018-10-18,2018,291,83.27
2018-10-19,2018,292,31.95
2018-10-20,2018,293,46.14
2018-10-21,2018,294,122.7
2018-10-22,2018,295,44.19
2018-10-23,2018,296,23.49
2018-10-24,2018,297,76.75
2018-10-25,2018,298,34.12
2018-10-26,2018,299,84.43
2018-10-27,2018,300,72.87
2018-10-28,2018,301,55.96
2018-10-29,2018,302,41.4
2018-10-30,2018,303,85.66
2018-10-31,2018,304,26.44
2018-11-01,2018,305,34.72
2018-11-02,2018,306,54.93
2018-11-03,2018,307,57.29
2018-11-04,2018,308,61.79
2018-11-05,2018,309,27.87
2018-11-06,2018,310,44.05
2018-11-07,2018,311,22.22
2018-11-08,2018,312,85.69
2018-11-09,2018,313,31.86
2018-11-10,2018,314,55.07
2018-11-11,2018,315,33.04
2018-11-12,2018,316,26.0
2018-11-13,2018,317,25.53
2018-11-14,2018,318,32.71
2018-11-15,2018,319,114.43
2018-11-16,2018,320,65.31
2018-11-17,2018,321,46.55
2018-11-18,2018,322,123.32
2018-11-19,2018,323,76.35
2018-11-20,2018,324,27.07
2018-11-21,2018,325,105.22
2018-11-22,2018,326,112.65
2018-11-23,2018,327,37.67
2018-11-24,2018,328,95.16
2018-11-25,2018,329,49.55
2018-11-26,2018,330,74.07
2018-11-27,2018,331,76.65
2018-11-28,2018,332,39.68
2018-11-29,2018,333,31.99
2018-11-30,2018,334,24.59
2018-12-01,2018,335,106.19
2018-12-02,2018,336,17.12
2018-12-03,2018,337,59.0
2018-12-04,2018,338,102.65
2018-12-05,2018,339,83.46
2018-12-06,2018,340,13.88
2018-12-07,2018,341,43.34
2018-12-08,2018,342,16.31
2018-12-09,2018,343,104.16
2018-12-10,2018,344,32.28
2018-12-11,2018,345,13.49
2018-12-12,2018,346,49.59
2018-12-13,2018,347,92.78
2018-12-14,2018,348,24.14
2018-12-15,2018,349,32.1
2018-12-16,2018,350,39.97
2018-12-17,2018,351,19.93
2018-12-18,2018,352,46.9
2018-12-19,2018,353,89.26
2018-12-20,2018,354,31.91
2018-12-21,2018,355,15.35
2018-12-22,2018,356,80.98
2018-12-23,2018,357,32.64
2018-12-24,2018,358,83.37
2018-12-25,2018,359,42.12
2018-12-26,2018,360,31.97
2018-12-27,2018,361,29.62
2018-12-28,2018,362,16.03
2018-12-29,2018,363,79.59
2018-12-30,2018,364,45.09
2018-12-31,2018,365,19.91
2019-01-01,2019,1,17.42
2019-01-02,2019,2,32.81
2019-01-03,2019,3,82.13
2019-01-04,2019,4,23.38
2019-01-05,2019,5,77.16
2019-01-06,2019,6,120.06
2019-01-07,2019,7,27.82
2019-01-08,2019,8,21.91
2019-01-09,2019,9,102.56
2019-01-10,2019,10,114.02
2019-01-11,2019,11,97.7
2019-01-12,2019,12,44.4
2019-01-13,2019,13,71.53
2019-01-14,2019,14,20.19
2019-01-15,2019,15,66.78
2019-01-16,2019,16,28.77
2019-01-17,2019,17,30.11
2019-01-18,2019,18,69.03
2019-01-19,2019,19,44.6
2019-01-20,2019,20,42.02
2019-01-21,2019,21,24.9
2019-01-22,2019,22,39.47
2019-01-23,2019,23,106.52
2019-01-24,2019,24,78.51
2019-01-25,2019,25,109.64
2019-01-26,2019,26,60.21
2019-01-27,2019,27,35.63
2019-01-28,2019,28,69.12
2019-01-29,2019,29,27.01
2019-01-30,2019,30,23.38
2019-01-31,2019,31,100.82
2019-02-01,2019,32,24.3
2019-02-02,2019,33,57.7
2019-02-03,2019,34,45.87
2019-02-04,2019,35,40.75
2019-02-05,2019,36,80.97
2019-02-06,2019,37,77.83
2019-02-07,2019,38,31.03
2019-02-08,2019,39,35.57
2019-02-09,2019,40,28.87
2019-02-10,2019,41,50.91
2019-02-11,2019,42,41.74
2019-02-12,2019,43,72.25
2019-02-13,2019,44,44.84
2019-02-14,2019,45,25.06
2019-02-15,2019,46,35.33
2019-02-16,2019,47,39.43
2019-02-17,2019,48,86.89
2019-02-18,2019,49,90.87
2019-02-19,2019,50,36.35
2019-02-20,2019,51,123.76
2019-02-21,2019,52,83.46
2019-02-22,2019,53,36.69
2019-02-23,2019,54,119.28
2019-02-24,2019,55,116.09
2019-02-25,2019,56,43.0
2019-02-26,2019,57,30.19
2019-02-27,2019,58,39.89
2019-02-28,2019,59,17.03
2019-03-01,2019,60,46.03
2019-03-02,2019,61,52.22
2019-03-03,2019,62,46.96
2019-03-04,2019,63,21.73
2019-03-05,2019,64,117.06
2019-03-06,2019,65,29.13
2019-03-07,2019,66,92.12
2019-03-08,2019,67,31.72
2019-03-09,2019,68,87.33
2019-03-10,2019,69,49.99
2019-03-11,2019,70,25.46
2019-03-12,2019,71,37.74
2019-03-13,2019,72,84.59
2019-03-14,2019,73,74.72
2019-03-15,2019,74,88.7
2019-03-16,2019,75,58.72
2019-03-17,2019,76,61.64
2019-03-18,2019,77,31.23
2019-03-19,2019,78,115.34
2019-03-20,2019,79,80.57
2019-03-21,2019,80,29.35
2019-03-22,2019,81,35.56
2019-03-23,2019,82,121.68
2019-03-24,2019,83,34.45
2019-03-25,2019,84,110.86
2019-03-26,2019,85,72.89
2019-03-27,2019,86,43.18
2019-03-28,2019,87,51.17
2019-03-29,2019,88,44.42
2019-03-30,2019,89,58.56
2019-03-31,2019,90,116.97
2019-04-01,2019,91,33.6
2019-04-02,2019,92,46.96
2019-04-03,2019,93,14.61
2019-04-04,2019,94,37.66
2019-04-05,2019,95,85.41
2019-04-06,2019,96,51.69
2019-04-07,2019,97,66.84
2019-04-08,2019,98,45.29
2019-04-09,2019,99,45.98
2019-04-10,2019,100,42.69
2019-04-11,2019,101,94.15
2019-04-12,2019,102,35.72
2019-04-13,2019,103,96.97
2019-04-14,2019,104,90.2
2019-04-15,2019,105,29.14
2019-04-16,2019,106,80.55
2019-04-17,2019,107,40.07
2019-04-18,2019,108,33.77
2019-04-19,2019,109,112.1
2019-04-20,2019,110,120.71
2019-04-21,2019,111,51.77
2019-04-22,2019,112,35.66
2019-04-23,2019,113,77.35
2019-04-24,2019,114,31.84
2019-04-25,2019,115,41.13
2019-04-26,2019,116,57.49
2019-04-27,2019,117,66.3
2019-04-28,2019,118,41.64
2019-04-29,2019,119,120.75
2019-04-30,2019,120,35.33
2019-05-01,2019,121,47.52
2019-05-02,2019,122,24.76
2019-05-03,2019,123,114.43
2019-05-04,2019,124,52.54
2019-05-05,2019,125,49.01
2019-05-06,2019,126,96.63
2019-05-07,2019,127,32.21
2019-05-08,2019,128,43.02
2019-05-09,2019,129,88.84
2019-05-10,2019,130,80.65
2019-05-11,2019,131,98.92
2019-05-12,2019,132,35.29
2019-05-13,2019,133,40.3
2019-05-14,2019,134,117.85
2019-05-15,2019,135,105.86
2019-05-16,2019,136,47.19
2019-05-17,2019,137,38.96
2019-05-18,2019,138,53.11
2019-05-19,2019,139,51.62
2019-05-20,2019,140,34.04
2019-05-21,2019,141,41.34
2019-05-22,2019,142,38.88
2019-05-23,2019,143,39.46
2019-05-24,2019,144,96.95
2019-05-25,2019,145,51.91
2019-05-26,2019,146,47.72
2019-05-27,2019,147,44.84
2019-05-28,2019,148,42.1
2019-05-29,2019,149,75.85
2019-05-30,2019,150,116.34
2019-05-31,2019,151,35.8
2019-06-01,2019,152,116.8
2019-06-02,2019,153,39.33
2019-06-03,2019,154,30.13
2019-06-04,2019,155,22.11
2019-06-05,2019,156,58.88
2019-06-06,2019,157,14.56
2019-06-07,2019,158,71.23
2019-06-08,2019,159,29.66
2019-06-09,2019,160,44.28
2019-06-10,2019,161,19.31
2019-06-11,2019,162,23.81
2019-06-12,2019,163,35.88
2019-06-13,2019,164,11.79
2019-06-14,2019,165,95.77
2019-06-15,2019,166,24.01
2019-06-16,2019,167,106.8
2019-06-17,2019,168,25.67
2019-06-18,2019,169,3.9
2019-06-19,2019,170,62.28
2019-06-20,2019,171,28.22
2019-06-21,2019,172,71.84
2019-06-22,2019,173,77.83
2019-06-23,2019,174,107.28
2019-06-24,2019,175,34.97
2019-06-25,2019,176,34.06
2019-06-26,2019,177,14.71
2019-06-27,2019,178,18.97
2019-06-28,2019,179,16.54
2019-06-29,2019,180,92.93
2019-06-30,2019,181,52.31
2019-07-01,2019,182,64.76
2019-07-02,2019,183,20.65
2019-07-03,2019,184,66.59
2019-07-04,2019,185,20.15
2019-07-05,2019,186,98.05
2019-07-06,2019,187,36.39
2019-07-07,2019,188,38.18
2019-07-08,2019,189,22.31
2019-07-09,2019,190,21.75
2019-07-10,2019,191,21.81
2019-07-11,2019,192,55.14
2019-07-12,2019,193,28.94
2019-07-13,2019,194,37.19
2019-07-14,2019,195,36.91
2019-07-15,2019,196,103.67
2019-07-16,2019,197,64.81
2019-07-17,2019,198,23.29
2019-07-18,2019,199,59.5
2019-07-19,2019,200,23.28
2019-07-20,2019,201,34.57
2019-07-21,2019,202,48.6
2019-07-22,2019,203,101.51
2019-07-23,2019,204,99.88
2019-07-24,2019,205,23.23
2019-07-25,2019,206,26.14
2019-07-26,2019,207,33.05
2019-07-27,2019,208,74.54
2019-07-28,2019,209,41.4
2019-07-29,2019,210,22.65
2019-07-30,2019,211,25.96
2019-07-31,2019,212,25.52
2019-08-01,2019,213,98.24
2019-08-02,2019,214,98.04
2019-08-03,2019,215,37.27
2019-08-04,2019,216,103.21
2019-08-05,2019,217,35.45
2019-08-06,2019,218,96.27
2019-08-07,2019,219,114.65
2019-08-08,2019,220,32.63
2019-08-09,2019,221,28.77
2019-08-10,2019,222,38.13
2019-08-11,2019,223,32.12
2019-08-12,2019,224,40.08
2019-08-13,2019,225,33.97
2019-08-14,2019,226,13.63
2019-08-15,2019,227,29.4
2019-08-16,2019,228,101.6
2019-08-17,2019,229,34.81
2019-08-18,2019,230,40.88
2019-08-19,2019,231,102.13
2019-08-20,2019,232,19.68
2019-08-21,2019,233,15.49
2019-08-22,2019,234,98.58
2019-08-23,2019,235,13.94
2019-08-24,2019,236,40.24
2019-08-25,2019,237,112.96
2019-08-26,2019,238,37.5
2019-08-27,2019,239,24.12
2019-08-28,2019,240,34.59
2019-08-29,2019,241,28.71
2019-08-30,2019,242,23.62
2019-08-31,2019,243,79.42
2019-09-01,2019,244,50.81
2019-09-02,2019,245,22.62
2019-09-03,2019,246,33.51
2019-09-04,2019,247,73.83
2019-09-05,2019,248,79.65
2019-09-06,2019,249,72.84
2019-09-07,2019,250,56.29
2019-09-08,2019,251,39.49
2019-09-09,2019,252,29.87
2019-09-10,2019,253,33.84
2019-09-11,2019,254,19.59
2019-09-12,2019,255,39.03
2019-09-13,2019,256,22.01
2019-09-14,2019,257,51.92
2019-09-15,2019,258,42.9
2019-09-16,2019,259,114.63
2019-09-17,2019,260,118.71
2019-09-18,2019,261,39.76
2019-09-19,2019,262,48.78
2019-09-20,2019,263,41.11
2019-09-21,2019,264,63.78
2019-09-22,2019,265,48.16
2019-09-23,2019,266,48.02
2019-09-24,2019,267,86.47
2019-09-25,2019,268,37.72
2019-09-26,2019,269,71.03
2019-09-27,2019,270,28.74
2019-09-28,2019,271,41.92
2019-09-29,2019,272,45.44
2019-09-30,2019,273,50.02
2019-10-01,2019,274,35.25
2019-10-02,2019,275,115.22
2019-10-03,2019,276,36.91
2019-10-04,2019,277,18.43
2019-10-05,2019,278,54.24
2019-10-06,2019,279,37.41
2019-10-07,2019,280,103.99
2019-10-08,2019,281,78.85
2019-10-09,2019,282,89.01
2019-10-10,2019,283,74.54
2019-10-11,2019,284,45.39
2019-10-12,2019,285,44.46
2019-10-13,2019,286,119.26
2019-10-14,2019,287,95.05
2019-10-15,2019,288,28.15
2019-10-16,2019,289,32.29
2019-10-17,2019,290,81.28
2019-10-18,2019,291,44.61
2019-10-19,2019,292,49.33
2019-10-20,2019,293,52.28
2019-10-21,2019,294,40.34
2019-10-22,2019,295,35.54
2019-10-23,2019,296,29.95
2019-10-24,2019,297,34.57
2019-10-25,2019,298,34.97
2019-10-26,2019,299,88.14
2019-10-27,2019,300,130.05
2019-10-28,2019,301,22.23
2019-10-29,2019,302,110.55
2019-10-30,2019,303,36.72
2019-10-31,2019,304,32.51
2019-11-01,2019,305,38.52
2019-11-02,2019,306,91.16
2019-11-03,2019,307,116.84
2019-11-04,2019,308,123.44
2019-11-05,2019,309,30.7
2019-11-06,2019,310,35.48
2019-11-07,2019,311,38.7
2019-11-08,2019,312,90.81
2019-11-09,2019,313,53.78
2019-11-10,2019,314,50.95
2019-11-11,2019,315,34.82
2019-11-12,2019,316,112.53
2019-11-13,2019,317,81.09
2019-11-14,2019,318,85.4
2019-11-15,2019,319,42.79
2019-11-16,2019,320,90.56
2019-11-17,2019,321,120.1
2019-11-18,2019,322,24.4
2019-11-19,2019,323,28.64
2019-11-20,2019,324,102.4
2019-11-21,2019,325,34.79
2019-11-22,2019,326,104.81
2019-11-23,2019,327,50.99
2019-11-24,2019,328,53.76
2019-11-25,2019,329,40.46
2019-11-26,2019,330,31.47
2019-11-27,2019,331,109.84
2019-11-28,2019,332,46.18
2019-11-29,2019,333,48.97
2019-11-30,2019,334,107.83
2019-12-01,2019,335,29.31
2019-12-02,2019,336,23.82
2019-12-03,2019,337,104.43
2019-12-04,2019,338,101.38
2019-12-05,2019,339,11.23
2019-12-06,2019,340,20.45
2019-12-07,2019,341,82.66
2019-12-08,2019,342,26.17
2019-12-09,2019,343,30.51
2019-12-10,2019,344,26.04
2019-12-11,2019,345,7.23
2019-12-12,2019,346,105.45
2019-12-13,2019,347,22.47
2019-12-14,2019,348,82.41
2019-12-15,2019,349,44.58
2019-12-16,2019,350,29.47
2019-12-17,2019,351,22.53
2019-12-18,2019,352,17.73
2019-12-19,2019,353,12.77
2019-12-20,2019,354,39.24
2019-12-21,2019,355,46.2
2019-12-22,2019,356,104.99
2019-12-23,2019,357,20.88
2019-12-24,2019,358,27.11
2019-12-25,2019,359,18.62
2019-12-26,2019,360,24.47
2019-12-27,2019,361,16.62
2019-12-28,2019,362,33.71
2019-12-29,2019,363,39.23
2019-12-30,2019,364,16.27
2019-12-31,2019,365,68.52
2020-01-01,2020,1,38.25
2020-01-02,2020,2,26.15
2020-01-03,2020,3,29.35
2020-01-04,2020,4,27.77
2020-01-05,2020,5,42.37
2020-01-06,2020,6,22.99
2020-01-07,2020,7,35.07
2020-01-08,2020,8,58.16
2020-01-09,2020,9,30.84
2020-01-10,2020,10,28.14
2020-01-11,2020,11,47.3
2020-01-12,2020,12,37.0
2020-01-13,2020,13,70.88
2020-01-14,2020,14,13.51
2020-01-15,2020,15,69.75
2020-01-16,2020,16,34.91
2020-01-17,2020,17,51.89
2020-01-18,2020,18,132.3
2020-01-19,2020,19,32.41
2020-01-20,2020,20,32.64
2020-01-21,2020,21,33.05
2020-01-22,2020,22,19.87
2020-01-23,2020,23,11.33
2020-01-24,2020,24,112.26
2020-01-25,2020,25,96.22
2020-01-26,2020,26,92.78
2020-01-27,2020,27,103.43
2020-01-28,2020,28,69.07
2020-01-29,2020,29,23.29
2020-01-30,2020,30,30.46
2020-01-31,2020,31,17.11
2020-02-01,2020,32,91.98
2020-02-02,2020,33,69.44
2020-02-03,2020,34,37.2
2020-02-04,2020,35,37.53
2020-02-05,2020,36,103.59
2020-02-06,2020,37,24.93
2020-02-07,2020,38,32.48
2020-02-08,2020,39,109.51
2020-02-09,2020,40,38.41
2020-02-10,2020,41,30.33
2020-02-11,2020,42,42.8
2020-02-12,2020,43,45.65
2020-02-13,2020,44,85.55
2020-02-14,2020,45,106.65
2020-02-15,2020,46,47.55
2020-02-16,2020,47,118.64
2020-02-17,2020,48,45.08
2020-02-18,2020,49,85.07
2020-02-19,2020,50,83.67
2020-02-20,2020,51,103.26
2020-02-21,2020,52,26.45
2020-02-22,2020,53,38.05
2020-02-23,2020,54,87.1
2020-02-24,2020,55,20.73
2020-02-25,2020,56,37.01
2020-02-26,2020,57,37.35
2020-02-27,2020,58,107.22
2020-02-28,2020,59,25.72
2020-02-29,2020,60,88.63
2020-03-01,2020,61,43.5
2020-03-02,2020,62,107.45
2020-03-03,2020,63,22.5
2020-03-04,2020,64,117.34
2020-03-05,2020,65,29.97
2020-03-06,2020,66,91.29
2020-03-07,2020,67,111.14
2020-03-08,2020,68,34.81
2020-03-09,2020,69,24.18
2020-03-10,2020,70,18.66
2020-03-11,2020,71,101.76
2020-03-12,2020,72,48.85
2020-03-13,2020,73,22.27
2020-03-14,2020,74,42.29
2020-03-15,2020,75,46.09
2020-03-16,2020,76,30.79
2020-03-17,2020,77,114.36
2020-03-18,2020,78,112.43
2020-03-19,2020,79,113.76
2020-03-20,2020,80,31.9
2020-03-21,2020,81,37.46
2020-03-22,2020,82,90.61
2020-03-23,2020,83,27.74
2020-03-24,2020,84,34.25
2020-03-25,2020,85,37.59
2020-03-26,2020,86,36.77
2020-03-27,2020,87,115.83
2020-03-28,2020,88,124.04
2020-03-29,2020,89,70.06
2020-03-30,2020,90,76.49
2020-03-31,2020,91,38.48
2020-04-01,2020,92,125.57
2020-04-02,2020,93,25.63
2020-04-03,2020,94,39.23
2020-04-04,2020,95,132.53
2020-04-05,2020,96,60.68
2020-04-06,2020,97,50.23
2020-04-07,2020,98,43.34
2020-04-08,2020,99,35.54
2020-04-09,2020,100,112.52
2020-04-10,2020,101,39.83
2020-04-11,2020,102,53.91
2020-04-12,2020,103,42.88
2020-04-13,2020,104,33.02
2020-04-14,2020,105,30.7
2020-04-15,2020,106,110.32
2020-04-16,2020,107,42.22
2020-04-17,2020,108,79.79
2020-04-18,2020,109,44.96
2020-04-19,2020,110,51.63
2020-04-20,2020,111,40.29
2020-04-21,2020,112,96.91
2020-04-22,2020,113,48.43
2020-04-23,2020,114,34.39
2020-04-24,2020,115,45.75
2020-04-25,2020,116,92.4
2020-04-26,2020,117,112.67
2020-04-27,2020,118,108.68
2020-04-28,2020,119,40.0
2020-04-29,2020,120,39.86
2020-04-30,2020,121,75.8
2020-05-01,2020,122,25.16
2020-05-02,2020,123,66.63
2020-05-03,2020,124,42.0
2020-05-04,2020,125,46.44
2020-05-05,2020,126,112.07
2020-05-06,2020,127,113.71
2020-05-07,2020,128,36.48
2020-05-08,2020,129,103.39
2020-05-09,2020,130,83.55
2020-05-10,2020,131,115.55
2020-05-11,2020,132,33.1
2020-05-12,2020,133,34.23
2020-05-13,2020,134,37.83
2020-05-14,2020,135,48.71
2020-05-15,2020,136,25.6
2020-05-16,2020,137,45.14
2020-05-17,2020,138,56.03
2020-05-18,2020,139,83.68
2020-05-19,2020,140,36.75
2020-05-20,2020,141,34.34
2020-05-21,2020,142,111.05
2020-05-22,2020,143,43.02
2020-05-23,2020,144,39.06
2020-05-24,2020,145,57.55
2020-05-25,2020,146,33.8
2020-05-26,2020,147,49.05
2020-05-27,2020,148,36.52
2020-05-28,2020,149,122.67
2020-05-29,2020,150,79.43
2020-05-30,2020,151,66.91
2020-05-31,2020,152,35.09
2020-06-01,2020,153,108.57
2020-06-02,2020,154,25.0
2020-06-03,2020,155,30.38
2020-06-04,2020,156,92.49
2020-06-05,2020,157,96.01
2020-06-06,2020,158,39.63
2020-06-07,2020,159,75.2
2020-06-08,2020,160,12.84
2020-06-09,2020,161,66.24
2020-06-10,2020,162,32.59
2020-06-11,2020,163,75.74
2020-06-12,2020,164,27.74
2020-06-13,2020,165,25.58
2020-06-14,2020,166,51.13
2020-06-15,2020,167,15.33
2020-06-16,2020,168,19.44
2020-06-17,2020,169,32.18
2020-06-18,2020,170,30.47
2020-06-19,2020,171,9.45
2020-06-20,2020,172,75.27
2020-06-21,2020,173,110.47
2020-06-22,2020,174,70.61
2020-06-23,2020,175,15.58
2020-06-24,2020,176,26.29
2020-06-25,2020,177,64.74
2020-06-26,2020,178,10.92
2020-06-27,2020,179,79.8
2020-06-28,2020,180,120.09
2020-06-29,2020,181,106.0
2020-06-30,2020,182,31.06
2020-07-01,2020,183,18.72
2020-07-02,2020,184,61.18
2020-07-03,2020,185,68.64
2020-07-04,2020,186,18.31
2020-07-05,2020,187,133.19
2020-07-06,2020,188,37.06
2020-07-07,2020,189,103.63
2020-07-08,2020,190,65.01
2020-07-09,2020,191,20.38
2020-07-10,2020,192,104.38
2020-07-11,2020,193,28.77
2020-07-12,2020,194,37.42
2020-07-13,2020,195,25.55
2020-07-14,2020,196,17.0
2020-07-15,2020,197,57.2
2020-07-16,2020,198,107.4
2020-07-17,2020,199,23.49
2020-07-18,2020,200,19.8
2020-07-19,2020,201,106.82
2020-07-20,2020,202,91.53
2020-07-21,2020,203,16.2
2020-07-22,2020,204,28.45
2020-07-23,2020,205,16.08
2020-07-24,2020,206,71.18
2020-07-25,2020,207,34.78
2020-07-26,2020,208,39.57
2020-07-27,2020,209,10.19
2020-07-28,2020,210,106.35
2020-07-29,2020,211,23.89
2020-07-30,2020,212,6.5
2020-07-31,2020,213,15.36
2020-08-01,2020,214,50.01
2020-08-02,2020,215,40.68
2020-08-03,2020,216,21.6
2020-08-04,2020,217,48.14
2020-08-05,2020,218,88.53
2020-08-06,2020,219,42.73
2020-08-07,2020,220,21.54
2020-08-08,2020,221,30.58
2020-08-09,2020,222,18.24
2020-08-10,2020,223,34.04
2020-08-11,2020,224,38.09
2020-08-12,2020,225,72.67
2020-08-13,2020,226,19.59
2020-08-14,2020,227,34.48
2020-08-15,2020,228,80.79
2020-08-16,2020,229,48.56
2020-08-17,2020,230,29.61
2020-08-18,2020,231,77.54
2020-08-19,2020,232,34.46
2020-08-20,2020,233,97.87
2020-08-21,2020,234,28.81
2020-08-22,2020,235,43.16
2020-08-23,2020,236,57.18
2020-08-24,2020,237,32.67
2020-08-25,2020,238,94.95
2020-08-26,2020,239,24.17
2020-08-27,2020,240,23.81
2020-08-28,2020,241,42.38
2020-08-29,2020,242,41.23
2020-08-30,2020,243,115.11
2020-08-31,2020,244,74.19
2020-09-01,2020,245,73.32
2020-09-02,2020,246,75.28
2020-09-03,2020,247,24.0
2020-09-04,2020,248,42.09
2020-09-05,2020,249,60.12
2020-09-06,2020,250,54.67
2020-09-07,2020,251,46.13
2020-09-08,2020,252,33.2
2020-09-09,2020,253,117.4
2020-09-10,2020,254,104.01
2020-09-11,2020,255,25.29
2020-09-12,2020,256,31.39
2020-09-13,2020,257,50.85
2020-09-14,2020,258,32.59
2020-09-15,2020,259,40.22
2020-09-16,2020,260,94.37
2020-09-17,2020,261,39.74
2020-09-18,2020,262,35.11
2020-09-19,2020,263,53.99
2020-09-20,2020,264,104.65
2020-09-21,2020,265,44.57
2020-09-22,2020,266,44.75
2020-09-23,2020,267,47.58
2020-09-24,2020,268,110.4
2020-09-25,2020,269,79.85
2020-09-26,2020,270,55.54
2020-09-27,2020,271,50.64
2020-09-28,2020,272,112.04
2020-09-29,2020,273,32.62
2020-09-30,2020,274,49.68
2020-10-01,2020,275,39.37
2020-10-02,2020,276,112.96
2020-10-03,2020,277,53.17
2020-10-04,2020,278,52.31
2020-10-05,2020,279,28.39
2020-10-06,2020,280,25.0
2020-10-07,2020,281,114.33
2020-10-08,2020,282,117.91
2020-10-09,2020,283,32.84
2020-10-10,2020,284,62.01
